source,config,base,metric,estimator,kind,tau,m,sigma,R,R_rule,psd,clip_pct,plane_norm,rdoq,n_images,qps,bd_psnr_y,bd_psnr_yuv,bd_ssim,bd_ms_ssim,bd_lpips,bd_dists,bd_psnr_rgb,bd_lpips_alex,bd_wd0,bd_wd2,bd_wd4
vvc_rdo_ssim_sbh8m256_20260904_000927,wssim_sbh8m256_tau4_rdoq,wssim_sbh8m256,ssim,hutchblock,block,4,256,0.0,1,m/16 if sigma>0 else 1,none,99.5,per_plane,1,24,"22,27,32,37",2.311399642163223,2.166309486340886,-16.045454313449376,-6.943123367738797,-3.3225671059623223,-1.1734697753011005,1.985234039910357,-1.987195931578061,,,
vvc_rdo_ssim_sbh8m256_20260904_000927,wssim_sbh8m256_tau6_rdoq,wssim_sbh8m256,ssim,hutchblock,block,6,256,0.0,1,m/16 if sigma>0 else 1,none,99.5,per_plane,1,24,"22,27,32,37",1.3285463320472581,1.2405541781500855,-13.018296480914335,-5.823559781025563,-3.1879209529371573,-1.1946086058862522,1.1571781148162013,-1.6556000822366856,,,
vvc_rdo_ssim_sn256_20260903_182139,wssim_sn256_tau0.25_rdoq,wssim_sn256,ssim,hutch,diag,0.25,256,0.0,1,m/16 if sigma>0 else 1,none,99.5,per_plane,1,24,"22,27,32,37",9.194917191617343,7.330870594454421,-12.752620143514639,-10.140304861625754,-7.6700691867805615,1.0552979381188659,4.26772522721279,-8.877861429420316,,,
vvc_rdo_ssim_sn256_20260903_182139,wssim_sn256_tau0.5_rdoq,wssim_sn256,ssim,hutch,diag,0.5,256,0.0,1,m/16 if sigma>0 else 1,none,99.5,per_plane,1,24,"22,27,32,37",4.707947397592236,3.5225565805231063,-10.555278222019398,-8.526846975852349,-6.021637086391824,0.45744509211686957,1.587942793020688,-7.410937802655648,,,
vvc_rdo_ssim_sn256_20260903_182139,wssim_sn256_tau1_rdoq,wssim_sn256,ssim,hutch,diag,1,256,0.0,1,m/16 if sigma>0 else 1,none,99.5,per_plane,1,24,"22,27,32,37",2.0900411423771295,1.3560608962226322,-7.920567327549638,-6.507079828993763,-5.157378317926461,-1.7611685810009483,0.17375945755658218,-5.670298430556858,,,
vvc_rdo_dists_dgnj3_20260903_224130,wdists_dgnj3_tau1_rdoq,wdists_dgnj3,dists,gn,diag,1,256,3.0,16,m/16 if sigma>0 else 1,none,99.5,per_plane,1,24,"22,27,32,37",4.99090335490451,4.684399571604309,2.8807724672144417,2.6436641720838914,0.36049931442504907,-10.17219476068657,4.197419086320454,3.041493424083933,,,
vvc_rdo_lpips_gnb8_20260903_203955,wlpips_gnb8_tau0.5_rdoq,wlpips_gnb8,lpips,gnblock,block,0.5,256,0.0,1,m/16 if sigma>0 else 1,none,99.5,per_plane,1,24,"22,27,32,37",14.704345048109507,13.26288674313591,2.2972752143279878,2.521465980877301,-10.965952030332277,-6.690448679240258,10.572993998907585,-9.886847581538456,,,
vvc_rdo_lpips_gnb8_20260903_203955,wlpips_gnb8_tau1_rdoq,wlpips_gnb8,lpips,gnblock,block,1,256,0.0,1,m/16 if sigma>0 else 1,none,99.5,per_plane,1,24,"22,27,32,37",7.785054718769711,6.9213736665452075,0.39599082633792015,0.5057816875905794,-10.321556619841013,-8.228434402969826,5.272140414405847,-9.30169009006576,,,
vvc_rdo_lpips_gnb8_20260903_203955,wlpips_gnb8_tau2_rdoq,wlpips_gnb8,lpips,gnblock,block,2,256,0.0,1,m/16 if sigma>0 else 1,none,99.5,per_plane,1,24,"22,27,32,37",3.7296147707473004,3.226038870413196,-0.41864475403900436,-0.528522430499168,-8.562209355242219,-6.815600922558839,2.199447032920195,-7.673180498344283,,,
vvc_rdo_lpips_gnb8_20260904_062345,wlpips_gnb8_tau0.25_rdoq,wlpips_gnb8,lpips,gnblock,block,0.25,256,0.0,1,m/16 if sigma>0 else 1,none,99.5,per_plane,1,24,"22,27,32,37",26.078515108529643,23.671733406084797,6.261952957005962,6.586062118442044,-11.512595354781212,-6.486680790895782,19.26845409575098,-9.800309828066542,,,
vvc_rdo_lpips_gnb8_20260904_062345,wlpips_gnb8_tau0.5_rdoq,wlpips_gnb8,lpips,gnblock,block,0.5,256,0.0,1,m/16 if sigma>0 else 1,none,99.5,per_plane,1,24,"22,27,32,37",14.704345048109507,13.26288674313591,2.2972752143279878,2.521465980877301,-10.965952030332277,-6.690448679240258,10.572993998907585,-9.886847581538456,,,
vvc_rdo_lpips_gnb8_20260904_062345,wlpips_gnb8_tau1_rdoq,wlpips_gnb8,lpips,gnblock,block,1,256,0.0,1,m/16 if sigma>0 else 1,none,99.5,per_plane,1,24,"22,27,32,37",7.785054718769711,6.9213736665452075,0.39599082633792015,0.5057816875905794,-10.321556619841013,-8.228434402969826,5.272140414405847,-9.30169009006576,,,
vvc_rdo_lpips_gnb8_20260904_062345,wlpips_gnb8_tau2_rdoq,wlpips_gnb8,lpips,gnblock,block,2,256,0.0,1,m/16 if sigma>0 else 1,none,99.5,per_plane,1,24,"22,27,32,37",3.7296147707473004,3.226038870413196,-0.41864475403900436,-0.528522430499168,-8.562209355242219,-6.815600922558839,2.199447032920195,-7.673180498344283,,,
vvc_rdo_lpips_gnb8_20260904_062345,wlpips_gnb8_tau3_rdoq,wlpips_gnb8,lpips,gnblock,block,3,256,0.0,1,m/16 if sigma>0 else 1,none,99.5,per_plane,1,24,"22,27,32,37",2.3600640041044665,1.9700225046950965,-0.7519832471597798,-0.8998623071370492,-7.435144332344532,-6.229035054910057,1.2071294190383988,-6.604260845036556,,,
