set,metric,estimator,m,sigma,image,plane,n_tiles,neg_diag_frac,neg_eig_frac,neg_energy_frac,tiles_with_neg_frac,diag_dom_mean
LPIPS_hb8m256,LPIPS,hutchblock,256,0.0,kodim16,2,1536,0.0036722819010416665,0.2993062337239583,0.12553987613287054,1.0,0.4684571587124899
LPIPS_hb8m256,LPIPS,hutchblock,256,0.0,kodim17,0,6144,0.022432963053385418,0.29446665445963544,0.14323090868075722,1.0,0.39828463561542576
LPIPS_hb8m256,LPIPS,hutchblock,256,0.0,kodim17,1,1536,0.004679361979166667,0.2853291829427083,0.12623928833220804,1.0,0.47137229413482534
LPIPS_hb8m256,LPIPS,hutchblock,256,0.0,kodim17,2,1536,0.0030924479166666665,0.3002726236979167,0.12105341969819705,1.0,0.47037600297408777
LPIPS_hb8m256,LPIPS,hutchblock,256,0.0,kodim18,0,6144,0.029752095540364582,0.2970377604166667,0.14368347240927812,1.0,0.3870021254777736
LPIPS_hb8m256,LPIPS,hutchblock,256,0.0,kodim18,1,1536,0.005727132161458333,0.2968037923177083,0.11125150032235183,1.0,0.4575471918295045
LPIPS_hb8m256,LPIPS,hutchblock,256,0.0,kodim18,2,1536,0.0034281412760416665,0.3059285481770833,0.09917277302406255,1.0,0.4659998990595729
LPIPS_hb8m256,LPIPS,hutchblock,256,0.0,kodim19,0,6144,0.025998433430989582,0.3076171875,0.15749557540108086,1.0,0.3817116097039051
LPIPS_hb8m256,LPIPS,hutchblock,256,0.0,kodim19,1,1536,0.007191975911458333,0.3004353841145833,0.14752900270468838,1.0,0.44766753615477434
LPIPS_hb8m256,LPIPS,hutchblock,256,0.0,kodim19,2,1536,0.0040283203125,0.307830810546875,0.13578974072104594,1.0,0.4538391604433903
LPIPS_hb8m256,LPIPS,hutchblock,256,0.0,kodim20,0,6144,0.01422882080078125,0.2823842366536458,0.13107010635760127,1.0,0.44119951686262304
LPIPS_hb8m256,LPIPS,hutchblock,256,0.0,kodim20,1,1536,0.008473714192708334,0.2913920084635417,0.1957947562505204,1.0,0.4831939517548664
LPIPS_hb8m256,LPIPS,hutchblock,256,0.0,kodim20,2,1536,0.006703694661458333,0.2931722005208333,0.17163173219831562,1.0,0.4918729150269468
LPIPS_hb8m256,LPIPS,hutchblock,256,0.0,kodim21,0,6144,0.027277628580729168,0.3082682291666667,0.12848804288868404,1.0,0.39282576555264964
LPIPS_hb8m256,LPIPS,hutchblock,256,0.0,kodim21,1,1536,0.004486083984375,0.3021341959635417,0.13271498379287633,1.0,0.4610738231700853
LPIPS_hb8m256,LPIPS,hutchblock,256,0.0,kodim21,2,1536,0.0037740071614583335,0.3155619303385417,0.14636404226789387,1.0,0.45596109639095705
LPIPS_hb8m256,LPIPS,hutchblock,256,0.0,kodim22,0,6144,0.022610982259114582,0.2949269612630208,0.13833198028791235,1.0,0.39508187292596625
LPIPS_hb8m256,LPIPS,hutchblock,256,0.0,kodim22,1,1536,0.006754557291666667,0.299346923828125,0.1459775237891807,1.0,0.45143645755339756
LPIPS_hb8m256,LPIPS,hutchblock,256,0.0,kodim22,2,1536,0.0033365885416666665,0.303558349609375,0.1098804096545646,1.0,0.46567811221802446
